Numéro du support;Longitude;Latitude;Position;Insee;Lieu dit;Adresse;Code postal;Commune;Nature du support;Hauteur en m;Propriétaire
790490;1.9205555555555556;47.888888888888886;"47°53'20.000""N 1°55'14.000""E";45286;"";29 R DEMAY;45650;SAINT JEAN LE BLANC;Immeuble;33.0;"Copropriété, Syndic, SCI"
790498;1.8761111111111113;47.92111111111111;"47°55'16.000""N 1°52'34.000""E";45285;"";R DES ECHATS;45140;SAINT JEAN DE LA RUELLE;"Château d'eau - réservoir";47.0;"Commune, communauté de commune"
790502;1.9019444444444444;47.9275;"47°55'39.000""N 1°54'7.000""E";45147;"";TERRAIN SNCF;45400;FLEURY LES AUBRAIS;Pylône autostable;30.0;HIVORY
790504;1.9397222222222221;47.915277777777774;"47°54'55.000""N 1°56'23.000""E";45284;"";7 R ISAAC NEWTON R BERNARD PALISSY;45800;SAINT JEAN DE BRAYE;Pylône tubulaire;30.0;TOTEM
790507;1.863611111111111;47.906666666666666;"47°54'24.000""N 1°51'49.000""E";45285;"";7 R DE LA BATARDIÈRE;45140;SAINT JEAN DE LA RUELLE;Pylône autostable;27.0;TOTEM
790514;1.8575;47.971111111111114;"47°58'16.000""N 1°51'27.000""E";45154;LE CHÊNE DE LA CROIX;"D.702 A10 L'AQUITAINE";45520;GIDY;Pylône autostable;55.0;"Sociétés d'Autoroutes"
790516;1.9280555555555554;47.840833333333336;"47°50'27.000""N 1°55'41.000""E";45234;"";"30, ALLÉE CAMILLE FLAMMARION PRÈS PISTE CYCLABLE";45000;ORLEANS;Immeuble;30.0;Société HLM
790557;1.8994444444444445;47.88388888888889;"47°53'2.000""N 1°53'58.000""E";45234;"";9 R CLAUDE LEWY;45000;ORLEANS;Bâtiment;23.0;Particulier
790559;1.8272222222222223;47.92;"47°55'12.000""N 1°49'38.000""E";45169;"";"PL DE L'ÉGLISE";45140;INGRE;Monument religieux;34.0;"Commune, communauté de commune"
790568;1.9183333333333334;47.84444444444444;"47°50'40.000""N 1°55'6.000""E";45232;"";AV DE BOURGES TERRAIN MUNICIPAL;45160;OLIVET;Pylône tubulaire;30.0;HIVORY
790572;1.8469444444444445;47.873333333333335;"47°52'24.000""N 1°50'49.000""E";45298;ST-SANTIN;"22 R DE ST-SANTIN CHÂTEAU D'EAU";45750;SAINT PRYVE SAINT MESMIN;"Château d'eau - réservoir";37.0;"Copropriété, Syndic, SCI"
790586;2.346111111111111;47.9375;"47°56'15.000""N 2°20'46.000""E";45316;CHICAMOUR;CHEM COMMUNAL DE COMBREUX À CHÂTENOY;45530;SURY AUX BOIS;Pylône autostable;43.0;TOTEM
790989;1.8541666666666665;47.95027777777778;"47°57'1.000""N 1°51'15.000""E";45302;LA VENTE AUX MOINES;A A10 PÉAGE SORTIE N°14 ORLÉANS NORD SENS PARIS-PROVINCE - PK 093.4;45770;SARAN;Pylône autostable;37.0;"Sociétés d'Autoroutes"
790993;1.6061111111111113;47.93611111111111;"47°56'10.000""N 1°36'22.000""E";45134;PETIT ST GEORGES;PRÈS N.157;45130;EPIEDS EN BEAUCE;Pylône autostable;35.0;TOTEM
829083;1.3375;47.98027777777778;"47°58'49.000""N 1°20'15.000""E";28103;BOIS BAILLE;"";28220;CLOYES LES TROIS RIVIERES;"Château d'eau - réservoir";34.9;"Syndicat des eaux, Adduction"
